"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2068079 - UBS CARANDIRU","1","1","0","1","1","0","0","1","2","1","1","0","0","1","1","2","0","1","0","0","0","1","0","0","1","0","2","2","1","0","1","2","1","0","2","1"
"2068109 - UBS VILA LEONOR","0","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1"
"2068966 - CSI DR VICTOR ARAUJO H MELLO PINHEIROS SAO PAULO","8","10","15","10","5","8","7","8","16","10","15","4","12","9","8","11","9","10","4","11","9","6","4","7","7","5","6","4","4","7","7","9","4","6","1","4"
"2074079 - UBS TEOTONIO VILELA","2","0","1","1","1","0","1","2","0","0","5","0","0","1","0","1","0","0","1","0","2","0","1","1","0","2","1","3","0","2","0","0","0","2","1","0"
"2075016 - UBS V PROGRESSO","0","0","1","0","0","2","0","1","1","1","2","0","0","0","0","0","1","2","2","2","0","1","1","2","0","3","0","4","2","3","1","0","4","2","3","1"
"2075202 - AMA UBS INTEGRADA JARDIM BRASIL","3","11","6","1","4","4","1","4","8","1","1","3","1","3","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","1","3","1","0","0","0"
"2077477 - HOSP STA MARCELINA SAO PAULO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2077485 - HOSPITAL SAO PAULO HOSPITAL DE ENSINO DA UNIFESP SAO PAULO","3","11","6","1","4","2","2","1","2","3","1","4","3","1","2","2","0","2","0","0","0","1","2","0","2","1","2","1","2","0","0","1","0","0","0","2"
"2077620 - HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2077639 - HOSP MUN PROF DR WALDOMIRO DE PAULA","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2078007 - HOSP GERAL DE SAO PAULO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2078015 - HC DA FMUSP HOSPITAL DAS CLINICAS SAO PAULO","9","7","12","8","6","10","12","6","11","13","7","11","6","7","4","3","10","4","5","11","7","8","7","10","7","8","2","6","7","8","11","10","6","6","8","7"
"2079070 - UBS VILA CISPER","17","13","9","0","0","0","10","13","9","17","11","9","10","11","13","6","20","14","10","9","12","5","8","24","13","9","10","15","7","11","7","14","10","9","8","5"
"2086743 - UBS J CAICARA","1","1","3","1","0","0","0","0","0","0","2","1","0","0","1","1","1","1","0","1","0","0","1","0","2","0","4","1","0","2","0","1","0","1","0","0"
"2086808 - UBS J STA MARIA","0","0","1","2","1","7","0","0","1","0","2","0","1","0","1","2","4","5","4","1","1","5","3","1","4","7","2","1","6","4","0","0","0","2","1","7"
"2086816 - UBS VERA CRUZ","2","0","2","4","0","0","0","1","0","1","2","0","0","1","0","0","0","3","0","1","2","1","0","2","0","0","0","1","4","2","1","2","2","1","3","3"
"2091313 - HOSPITAL REGIONAL SUL SAO PAULO","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2091321 - CS SES GERALDO DE PAULA SOUZA","0","2","1","0","2","2","0","0","2","0","0","2","0","0","2","1","1","1","1","0","0","3","1","0","7","2","0","4","3","1","3","6","6","6","3","1"
"2091542 - AME MARIA ZELIA AMB MED ESPECIALIDADES MARIA ZELIA","1","3","3","0","2","1","2","2","2","2","0","2","1","5","2","0","3","1","1","1","6","1","3","4","2","5","3","0","2","1","2","1","4","2","2","2"
"2091712 - UBS AE NISA DR WALTER ELIAS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","1","0","1","2","2"
"2091720 - UBS J FONTALIS","1","1","4","0","1","4","0","3","1","0","2","2","1","1","2","1","1","0","4","2","3","0","2","4","0","2","4","0","2","5","0","0","3","0","2","3"
"2091739 - UBS MORADA DO SOL","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","2","0","0","0","0","1","1","1","0","1","2","0","0","0","0","0","0"
"2091747 - UBS ALPES DO JARAGUA","0","1","0","0","0","1","0","0","0","0","2","0","0","1","0","0","0","2","1","0","1","0","0","0","0","2","0","0","0","0","2","0","1","0","2","0"
"2091798 - AMA UBS INTEGRADA SITIO DA CASA PINTADA","0","1","0","0","0","1","1","3","2","0","0","2","1","0","1","0","0","0","0","0","0","1","1","0","2","2","1","2","0","1","3","1","4","4","2","1"
"2688689 - SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO","5","0","0","3","2","1","3","0","1","2","1","1","2","2","1","1","1","3","7","0","1","1","2","0","2","1","2","3","2","1","0","0","1","5","1","0"
"2751828 - AMA UBS VILA JOANIZA JOAO YUNES","0","1","1","0","0","1","0","0","0","1","2","0","1","0","0","0","0","2","0","0","1","1","0","0","1","0","1","1","1","0","0","1","0","1","1","0"
"2751836 - UBS VILA PARANAGUA","1","0","0","0","0","0","1","2","0","0","1","0","0","1","3","1","0","2","0","1","1","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0"
"2751879 - AMB ESPEC FREGUESIA DO O","18","10","17","11","12","9","14","20","11","14","17","14","12","19","12","12","13","12","18","9","11","11","9","14","14","12","11","11","12","10","16","12","10","4","14","7"
"2751887 - UBS JARDIM CLIPER","0","0","1","0","0","2","0","1","1","0","1","0","1","0","2","0","0","0","1","1","0","0","0","3","1","1","2","0","0","1","1","0","3","1","1","1"
"2751909 - AMB ESPEC DR MILTON ALDRED","2","14","15","2","7","8","1","1","9","1","6","11","4","11","2","3","4","6","4","6","6","3","7","6","2","4","7","1","7","8","2","6","7","0","4","3"
"2751917 - AMB ESPEC MOOCA ITALO DOMINGOS LE VOCCI","14","23","22","13","9","14","9","9","18","13","12","15","9","8","6","9","13","11","8","10","9","9","8","10","11","8","11","9","10","10","6","8","8","16","6","10"
"2751933 - HOSPITAL DIA DA REDE HORA CERTA PENHA MAURICE PATE","15","31","20","9","12","25","12","21","31","20","9","11","24","11","24","23","18","12","24","24","17","16","20","17","16","20","24","18","21","16","15","21","22","19","16","18"
"2751984 - AMB ESPEC TUCURUVI ARMANDO DE AGUIAR PUPO","12","18","16","12","13","16","16","17","15","15","11","14","12","14","18","10","11","10","9","11","11","10","19","10","11","10","7","13","9","15","10","11","13","15","12","8"
"2752077 - HOSP DO SERV PUB MUNICIPAL HSPM","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","2","0","1","0","1","1"
"2752115 - SAE DST AIDS CIDADE LIDER II","1","4","5","1","1","3","1","0","2","2","0","1","3","4","1","1","2","1","1","2","2","2","1","2","3","0","2","0","1","1","2","0","2","2","2","2"
"2752123 - SAE DSTAIDS FIDELIS RIBEIRO","1","3","0","1","3","4","0","2","9","1","0","1","1","1","3","0","1","1","3","2","0","1","0","0","1","0","2","1","3","0","1","5","0","0","1","2"
"2752131 - SAE E DSTAIDS IPIRANGA JOSE F ARAUJO","1","0","0","0","1","1","2","1","0","1","1","0","1","0","1","1","0","0","1","1","0","1","0","0","0","1","1","1","2","1","0","0","1","1","0","3"
"2752158 - SAE DSTAIDS SANTANA MARCOS LUTEMBERG","0","0","0","2","2","1","2","1","3","4","1","1","2","3","0","1","0","2","1","1","1","5","3","3","0","0","0","1","0","0","0","1","0","0","0","0"
"2752166 - AMA UBS INTEGRADA AGUA RASA","2","0","1","1","2","2","0","2","1","0","2","1","1","1","3","1","1","1","3","0","1","0","0","2","2","3","1","0","2","3","1","1","2","1","0","0"
"2752174 - UBS BELENZINHO MARCUS WOLOSKER","8","9","3","11","8","8","5","7","5","4","10","5","1","6","6","6","4","6","4","3","5","11","8","8","4","3","2","8","11","7","12","5","7","10","5","10"
"2752182 - UBS BRAS MANOEL SALDIVA NETO","25","11","12","13","11","11","11","21","13","3","15","10","2","11","15","0","2","19","1","2","5","1","1","1","1","1","6","0","4","0","2","1","3","2","1","4"
"2752190 - UBS BURGO PAULISTA","1","0","2","0","0","0","0","2","0","0","0","1","0","0","1","0","0","0","3","0","0","1","0","0","0","3","0","1","0","1","0","1","3","0","0","0"
"2752204 - AMA UBS INTEGRADA CANGAIBA DR CARLOS GENTILE DE MELLO","2","1","2","2","0","0","1","4","2","0","2","0","1","3","6","0","1","4","1","2","1","0","0","1","2","1","1","0","1","1","2","1","2","0","2","2"
"2752212 - UBS DOMINGOS MAZZONETO DE CILO VILA AURORA","1","1","2","0","0","1","1","1","1","1","1","0","0","2","1","0","0","0","0","0","1","2","0","0","0","2","0","0","0","2","1","0","1","0","0","0"
"2752220 - UBS ENGENHEIRO GOULART DR JOSE PIRES","2","1","0","0","1","2","2","1","2","1","0","1","1","1","1","0","0","0","2","2","2","0","0","1","1","2","0","0","1","0","0","0","0","2","1","2"
"2752239 - AMA UBS INTEGRADA J INDEPENDENCIA HERMENEGILDO MORBIM JUNIOR","2","1","4","0","1","0","1","2","1","1","1","0","0","0","2","0","0","3","0","2","0","1","0","2","2","0","1","0","1","0","0","0","0","0","0","1"
"2752247 - AMA UBS INTEGRADA PROF DR HUMBERTO CERRUTI PQ BOTURUSSU","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","2","0","1","0","0","0","2","1","3","3","1","1","2","0","0","0"
"2752255 - UBS ITAQUERA","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","0","1","0","0","1","0","1","0","0"
"2752263 - UBS JARDIM GUAIRACA","5","3","2","9","2","3","8","3","3","13","14","3","11","5","5","8","14","11","5","11","7","7","8","7","6","3","6","4","10","9","0","0","0","8","7","8"
"2752271 - AMA UBS INTEGRADA VL ITAPEMA","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","1","0","0","1","2","0","0","0","0"
"2752298 - UBS J TIETE II","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","2","0","0","0","0","2","0","1","0","0","1","0","0","0","1","0","0","0"
"2752301 - UBS JOSE DE BARROS MAGALDI","2","0","2","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1"
"2752328 - UBS PARQUE ARTHUR ALVIM","1","0","2","2","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","2","1","0","0","2","2","0","0","0","0","0","2"
"2752336 - UBS DR HUMBERTO PASCALE SANTA CECILIA","1","2","1","0","0","0","0","3","2","1","1","1","0","2","1","0","1","0","2","0","3","3","1","1","0","2","4","3","3","2","0","1","0","0","0","0"
"2752344 - UBS V BERTIOGA DOMINGOS DELASCIO","1","2","0","1","0","4","1","0","2","2","1","0","1","0","1","0","3","0","4","0","1","1","0","1","4","0","0","2","2","0","0","3","1","0","0","2"
"2752352 - AMA UBS INTEGRADA V CARRAO DR ADHEMAR MONTEIRO PACHECO","2","0","2","0","2","0","0","1","1","0","0","0","1","0","1","0","0","0","2","4","0","0","2","0","0","0","3","1","0","2","0","0","1","1","1","0"
"2752360 - UBS V NOVA MANCHESTER DR ARLINDO GENNARI","0","1","1","0","0","2","1","0","1","0","1","0","1","1","2","1","1","1","0","2","2","2","1","1","0","0","2","0","1","0","0","2","2","1","0","1"
"2752379 - AMA UBS INTEGRADA VILA ORATORIO DR TITO PEDRO MASCELLANI","0","0","1","2","0","2","0","2","0","0","1","0","1","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0"
"2752387 - UBS VILA SANTO ESTEVAO DR WOADY JORGE KALIL","0","3","2","1","3","2","0","2","4","2","1","4","2","1","0","1","3","0","0","1","1","1","1","2","2","2","0","2","0","3","1","3","1","0","2","0"
"2765993 - UBS CHACARA SANTO ANTONIO DR MARCILIO DE ARRUDA PENTEADO F","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","3","1","1","0","0","1"
"2766000 - UBS MAR PAULISTA","0","0","1","0","0","0","0","1","0","0","0","0","2","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0"
"2766019 - UBS PRIMEIRO DE OUTUBRO","7","22","18","0","0","0","14","13","21","10","12","12","16","21","18","14","10","16","15","21","28","17","21","14","17","13","16","15","14","23","18","22","13","15","12","18"
"2774755 - SAE DSTAIDS HERBERT DE SOUZA BETINHO","1","1","0","1","0","1","1","0","0","0","2","0","3","0","3","3","2","0","2","0","0","0","4","2","0","1","0","0","2","3","0","1","0","0","2","1"
"2774763 - UBS ARRASTAO FRANCISCO SCALAMANDRE SOBRINHO","5","5","5","5","2","3","3","8","2","2","3","3","0","4","8","0","5","8","0","2","2","0","1","2","3","1","1","2","1","1","1","1","1","2","1","2"
"2774771 - UBS CIDADE TIRADENTES LUIS MARANHAO","1","1","3","0","0","0","0","2","0","0","0","1","3","0","5","0","0","2","0","0","0","2","1","0","0","0","1","0","1","0","0","2","1","0","0","0"
"2774798 - UBS JARDIM COPA MATHILDE DE AQUINO DINIZ","0","1","1","0","2","1","0","0","1","0","0","2","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0"
"2774801 - AMA UBS INTEGRADA JARDIM IPANEMA","2","0","0","0","1","0","0","2","1","0","1","0","1","0","1","1","0","2","1","2","0","0","5","0","1","1","3","2","0","4","0","0","0","3","4","0"
"2774828 - AMA UBS INTEGRADA JARDIM TRES MARIAS DR MAURICIO ZAMIJOVSKY","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0"
"2786648 - SAE LAPA PAULO CESAR BONFIM","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2786656 - SAE DST AIDS SANTO AMARO DRA DENIZE DORNELAS DE OLIVEIRA","1","0","0","0","0","2","2","1","1","2","0","0","1","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","2","0","0","2","0","0","0"
"2786680 - HOSP MUN FERNANDO MAURO PIRES DA ROCHA","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2786699 - SAE DSTAIDS BUTANTA","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2786702 - SAE DSTAIDS CAMPOS ELISEOS","1","1","0","0","1","1","1","0","0","1","0","2","2","0","0","1","1","0","2","0","0","2","2","0","0","1","2","0","1","1","1","0","0","0","0","1"
"2786710 - UBS D ADELAIDE LOPES","2","4","0","2","3","3","0","1","6","0","3","3","0","0","2","1","0","1","1","0","3","1","0","1","1","0","1","1","3","1","2","3","1","1","1","0"
"2786729 - UBS ANTONIO ESTEVAO DE CARVALHO","3","2","2","1","2","3","1","3","5","2","1","1","7","2","2","5","11","9","5","6","4","2","5","5","1","4","8","3","3","5","0","0","0","7","4","3"
"2786737 - UBS ALTO DA RIVIERA","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","1","2","0","0","0","1","0","0","0","0","0","1","2","0","1","1","0","0","0","3","0"
"2786745 - UBS ALTO DO UMUARAMA","12","8","5","8","5","2","9","13","7","4","6","8","1","10","13","1","7","3","2","3","10","0","1","6","1","2","2","0","0","1","0","1","1","0","0","1"
"2786753 - UBS DR ANTONIO PIRES FERREIRA VILLALOBO","2","3","2","1","1","2","6","4","4","5","4","1","1","0","0","7","4","0","12","4","2","0","2","0","3","7","3","3","7","7","0","0","0","4","6","3"
"2786761 - UBS AUGUSTO LEOPOLDO AYROSA GALVAO","9","12","13","3","15","2","8","6","13","3","3","20","8","5","8","10","7","3","11","5","10","6","12","8","8","9","2","11","8","6","5","7","16","4","10","8"
"2786788 - UBS BARRO BRANCO","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","2","1","1","0","2","1","1","2","0","0","1","1","0","2","0","2","0","4","0","0","0"
"2786796 - CENTRO REF HOMEOPATIA MED TRADIC PRAT INTEGR BOSQUE DA SAUDE","19","14","25","18","22","24","19","18","14","12","17","26","16","24","19","19","14","16","17","13","17","5","17","14","21","14","18","12","7","9","0","0","0","0","0","0"
"2786818 - UBS BRASILANDIA","6","13","8","3","5","18","9","4","12","8","3","8","6","6","0","0","0","0","0","0","0","0","0","0","2","4","7","0","0","0","5","3","3","0","0","0"
"2786826 - UBS BUTANTA","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","2","1","1","0","1","1","0","0","1","0","0","0","0"
