"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2027631 - UBS JOAQUIM ANTONIO EIRADO","11","23","28","21","15","19","24","16","30","0","1","0","0","1","1","0","0","1","2","1","0","1","0","0","1","2","0","1","1","1","0","0","2","0","1","3"
"2027666 - UBS CHORA MENINO","29","30","38","23","16","26","32","20","27","0","1","1","0","0","2","2","2","0","0","1","3","0","1","0","2","0","3","0","2","0","1","1","0","1","1","1"
"2027674 - UBS V NIVI","24","21","28","15","15","16","20","20","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2027682 - UBS CASA VERDE","18","13","12","8","7","9","10","16","11","0","0","0","1","0","1","1","0","0","2","1","0","3","1","0","2","0","1","4","2","0","0","2","2","0","0","0"
"2027690 - UBS DONA MARIQUINHA SCIASCIA","22","38","24","23","18","17","21","15","28","0","2","1","0","1","2","1","2","1","0","1","2","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0"
"2027720 - UBS V MARIA LUIZ PAULO GNECCO","29","19","30","23","17","23","20","24","13","0","0","0","0","0","1","1","0","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0"
"2028182 - CENTRO ASSISTENCIAL CRUZ DE MALTA","5","7","7","6","2","7","7","2","2","3","5","2","5","3","0","4","8","4","4","4","4","3","1","1","4","3","2","7","5","5","2","6","1","1","1","0"
"2028840 - INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO","23","13","13","7","4","2","7","4","2","0","2","2","0","0","0","0","2","3","4","1","1","1","1","4","4","2","0","0","1","1","2","0","4","1","0","1"
"2029618 - UBS BOM RETIRO OCTAVIO AUGUSTO RODOVALHO","30","40","30","25","31","23","29","24","25","0","2","1","0","1","1","1","1","1","1","0","1","1","1","1","3","1","2","0","4","1","0","0","5","1","3","2"
"2030934 - UBS CIDADE VARGAS","14","14","14","12","11","20","8","8","14","0","0","0","0","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0"
"2030969 - AMA UBS INTEGRADA AMERICANOPOLIS","25","26","27","26","22","20","18","25","24","1","0","0","0","0","0","0","2","0","0","2","1","0","1","1","0","1","3","0","0","1","1","2","1","3","2","2"
"2042258 - UBS MOOCA I","27","36","26","25","21","23","17","18","20","0","0","1","0","2","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","3","0","0","0","1","0","2"
"2042541 - UBS DR JOSE TOLEDO PIZA","34","39","45","19","19","21","36","17","30","0","1","1","0","2","0","0","0","0","1","1","1","0","2","1","0","1","0","0","0","2","0","0","2","3","0","0"
"2042827 - AMA UBS INTEGRADA JARDIM NORDESTE","1","0","2","4","6","4","7","6","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2042932 - AMA UBS INTEGRADA JARDIM GRIMALDI","37","31","30","36","27","27","34","23","32","0","1","1","0","0","6","0","0","1","0","0","0","2","1","0","0","0","0","0","1","1","1","0","0","1","0","0"
"2042959 - UBS JOAQUIM ROSSINI","16","14","11","14","8","12","10","14","3","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","2","0","0","1","0","0","0","1","0","0","0"
"2042967 - UBS J DA SAUDE NEUSA ROSALIA MORALES","21","28","40","19","24","21","21","20","21","0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","1","1","2","0","0","0","0","0","0","0","0","0"
"2042975 - UBS OSWALDO MARASCA JUNIOR","20","22","22","22","7","10","9","18","14","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1"
"2042983 - UBS EDUARDO ROMANO RESCHILIAN","27","31","22","22","20","11","25","21","21","0","3","1","1","1","1","0","2","3","0","0","0","0","1","3","5","1","1","1","1","3","0","0","0","3","0","1"
"2042991 - AMA UBS INTEGRADA DR GERALDO DA SILVA FERREIRA CEO II","17","30","21","13","8","13","18","17","18","0","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"2043009 - AMA UBS INTEGRADA JARDIM ELBA HUMBERTO GASTAO BODRA","18","20","22","16","18","21","16","18","12","0","0","1","1","3","2","0","1","0","0","3","1","1","0","2","0","0","2","0","1","3","1","1","1","2","0","3"
"2043017 - UBS MASCARENHAS DE MORAES","18","22","30","14","17","21","24","19","17","14","7","8","10","11","9","14","11","4","14","10","7","9","15","7","12","15","14","7","14","15","8","12","8","7","6","13"
"2045451 - UBS VILA ALPINA DR HERMINIO MOREIRA","24","26","23","17","28","24","25","23","24","1","2","0","0","0","3","0","0","0","1","0","2","0","1","0","3","1","2","0","2","2","0","2","2","2","3","3"
"2046261 - UBS ITAIM PAULISTA JULIO DE GOUVEIA","24","38","41","19","22","14","33","23","32","0","1","0","2","0","0","1","1","0","0","3","0","0","1","2","1","1","1","1","0","0","0","1","1","0","0","0"
"2046962 - UBS CIDADE PEDRO JOSE NUNES","23","20","18","16","18","12","25","18","18","1","0","2","5","8","6","6","18","5","8","5","12","15","12","19","5","11","8","6","7","9","10","4","7","6","6","7"
"2046997 - UBS V STA CATARINA","24","26","14","20","17","18","18","2","6","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","1","2"
"2047004 - UBS AURELIO MELLONE JD S SAVERIO","17","27","31","22","17","22","17","15","18","5","6","3","7","5","3","4","3","2","0","0","0","5","5","3","6","6","7","4","5","4","0","0","0","6","4","2"
"2057131 - UBS CIDADE KEMEL","35","44","57","24","19","31","31","30","30","10","12","5","11","9","12","9","17","14","12","14","12","12","13","19","6","11","13","5","11","8","2","5","10","0","0","0"
"2057271 - UBS J CAMARGO NOVO","30","34","25","16","29","23","32","17","25","1","1","1","0","0","2","1","1","0","1","2","0","2","2","2","0","1","2","0","1","2","0","0","1","0","0","0"
"2057891 - UBS PQ SAO LUCAS","24","25","19","17","17","18","20","20","22","0","0","0","0","1","1","1","1","0","0","0","0","1","2","1","0","1","0","1","2","1","1","0","0","1","1","2"
"2058502 - HOSP DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO","21","9","15","1","6","8","5","5","3","1","1","2","1","1","3","0","1","1","3","1","0","3","1","0","7","0","1","3","5","0","2","2","2","1","3","3"
"2062658 - UBS J MAIA","39","41","45","43","27","28","50","38","41","11","20","10","24","17","21","19","17","16","21","25","19","18","21","16","13","28","26","23","15","23","20","17","22","16","24","16"
"2063670 - UBS VILA SABRINA DR CARLOS AUGUSTO AUTRAN PEDERNEIRAS LIMA","18","33","30","14","20","27","17","19","25","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","2","0","0","1","2","1","0","0","0","0","0","1"
"2064820 - UBS DR CARLOS OLIVALDO DE SOUZA LOPES MUNIZ","29","31","33","25","25","24","35","28","22","0","1","0","0","0","0","0","0","1","2","0","1","1","0","1","0","1","2","1","1","2","0","0","1","2","0","1"
"2064855 - UBS AGUA FUNDA","17","24","24","14","12","8","12","17","20","1","2","2","1","3","1","0","2","3","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0"
"2065266 - UBS ERMELINO MATARAZZO","33","27","25","30","20","28","35","24","27","0","2","1","1","2","1","3","3","2","2","3","4","4","5","2","5","3","4","4","4","3","2","5","6","4","4","2"
"2065665 - HOSPITAL MATERNIDADE INTERLAGOS","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2068044 - UBS HORTO FLORESTAL","8","13","17","10","8","5","10","9","15","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","1","1","1","0","0","1","1","1","1"
"2068079 - UBS CARANDIRU","31","32","25","19","19","23","25","26","16","1","0","0","1","0","0","0","1","1","1","0","1","0","0","1","0","1","0","2","1","1","0","0","0","0","0","1"
"2068109 - UBS VILA LEONOR","20","14","17","18","13","15","15","25","19","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2","1","0","1","0","0","0","0","0","0","1","0","0"
"2068966 - CSI DR VICTOR ARAUJO H MELLO PINHEIROS SAO PAULO","26","24","18","9","12","14","12","11","6","10","5","8","9","12","7","9","9","6","5","11","12","12","6","7","9","9","15","16","11","8","15","12","7","8","14","12"
"2074079 - UBS TEOTONIO VILELA","22","21","15","19","21","15","22","17","22","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","0"
"2075016 - UBS V PROGRESSO","38","35","33","28","13","27","24","28","34","2","0","3","1","1","0","0","3","0","1","1","1","0","0","1","0","0","0","4","1","1","0","0","0","0","4","1"
"2075202 - AMA UBS INTEGRADA JARDIM BRASIL","41","51","54","43","28","30","44","37","39","3","0","1","6","4","1","7","3","3","8","5","6","2","11","3","7","5","2","4","9","15","9","9","9","6","3","9"
"2075717 - HOSP MUN MATERNIDADE PROF MARIO DEGNI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","1","0","0","0","1","0","0"
"2077477 - HOSP STA MARCELINA SAO PAULO","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2077485 - HOSPITAL SAO PAULO HOSPITAL DE ENSINO DA UNIFESP SAO PAULO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","4","4","4","2","7"
"2077523 - UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2077620 - HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","1","0","0","0","0","3","2","0"
"2077639 - HOSP MUN PROF DR WALDOMIRO DE PAULA","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0"
"2077701 - HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO","3","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","1","0","0","0","0"
"2078007 - HOSP GERAL DE SAO PAULO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2078015 - HC DA FMUSP HOSPITAL DAS CLINICAS SAO PAULO","9","13","7","10","12","6","4","6","10","6","2","6","4","4","7","7","1","7","6","2","0","7","2","2","7","5","5","9","7","7","10","8","11","13","7","4"
"2079070 - UBS VILA CISPER","28","31","37","23","17","28","39","18","24","5","18","10","14","8","6","12","11","15","5","11","9","6","9","10","6","7","15","14","9","12","4","3","2","2","6","4"
"2079186 - HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2079240 - HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2086743 - UBS J CAICARA","37","33","38","23","18","19","17","26","26","0","2","0","0","0","2","0","2","0","0","0","1","0","0","1","0","1","0","2","0","0","0","1","0","0","2","0"
"2086808 - UBS J STA MARIA","26","26","28","26","20","17","27","26","18","11","0","1","11","6","5","9","13","2","7","5","2","0","4","10","1","10","9","10","2","6","0","3","8","0","0","0"
"2086816 - UBS VERA CRUZ","38","45","54","36","28","38","33","33","30","0","0","1","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0"
"2089777 - HOSPITAL NIPO BRASILEIRO","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2091313 - HOSPITAL REGIONAL SUL SAO PAULO","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2091321 - CS SES GERALDO DE PAULA SOUZA","11","13","16","5","5","7","13","5","11","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","2","1","0"
"2091348 - CS ESCOLA SAMUEL B PESSOA","29","31","21","17","18","23","16","22","14","18","20","20","9","17","22","9","10","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2091542 - AME MARIA ZELIA AMB MED ESPECIALIDADES MARIA ZELIA","3","4","2","1","4","1","1","2","1","0","3","2","2","1","4","2","2","3","4","1","2","1","2","3","1","4","2","1","2","2","0","2","2","2","1","4"
"2091712 - UBS AE NISA DR WALTER ELIAS","12","17","13","9","11","13","8","7","4","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"2091720 - UBS J FONTALIS","49","42","59","36","40","28","36","43","45","1","1","4","0","1","1","1","4","2","1","0","3","1","0","5","1","5","2","0","1","1","1","3","2","2","2","0"
"2091739 - UBS MORADA DO SOL","18","6","23","9","8","13","15","17","7","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","1"
"2091747 - UBS ALPES DO JARAGUA","18","19","16","10","8","13","9","14","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","1","0","0"
"2091798 - AMA UBS INTEGRADA SITIO DA CASA PINTADA","30","44","27","19","18","24","22","22","18","0","1","0","0","0","1","0","0","1","0","2","0","0","0","0","0","2","1","1","0","0","1","1","1","1","1","0"
"2688689 - SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO","1","4","1","3","1","0","6","6","3","0","0","0","0","1","1","5","2","1","3","1","1","5","4","2","3","1","0","0","3","2","2","1","2","4","2","1"
"2751828 - AMA UBS VILA JOANIZA JOAO YUNES","21","29","25","20","11","14","23","24","29","1","0","1","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0"
"2751836 - UBS VILA PARANAGUA","18","19","22","15","9","10","11","10","13","1","1","2","1","2","0","1","1","2","0","1","1","0","0","1","0","0","0","0","1","0","0","2","1","0","1","1"
"2751879 - AMB ESPEC FREGUESIA DO O","21","13","14","7","16","12","10","11","14","12","14","12","13","16","14","11","12","12","13","17","12","20","10","13","18","14","20","10","17","11","10","21","15","11","8","17"
"2751887 - UBS JARDIM CLIPER","47","61","64","43","37","36","43","46","44","0","1","0","0","0","1","0","0","0","1","0","0","4","2","0","0","1","0","0","0","2","0","0","2","0","0","0"
"2751909 - AMB ESPEC DR MILTON ALDRED","17","26","24","14","11","27","13","21","16","10","14","23","17","15","19","14","15","22","6","16","19","13","16","11","10","7","23","4","21","18","8","11","13","3","11","17"
"2751917 - AMB ESPEC MOOCA ITALO DOMINGOS LE VOCCI","21","18","16","5","8","16","11","16","11","9","11","12","14","9","12","12","9","9","13","15","16","15","13","12","22","19","15","12","9","8","22","25","22","4","17","10"
"2751933 - HOSPITAL DIA DA REDE HORA CERTA PENHA MAURICE PATE","23","28","33","28","24","24","22","28","24","22","16","16","20","24","28","24","25","23","20","16","27","18","22","27","18","26","21","25","17","32","23","15","21","12","27","21"
"2751984 - AMB ESPEC TUCURUVI ARMANDO DE AGUIAR PUPO","13","16","22","16","13","18","22","13","10","13","13","11","18","18","13","14","18","16","22","19","25","13","13","14","13","16","13","18","11","16","17","13","18","16","12","10"
"2752077 - HOSP DO SERV PUB MUNICIPAL HSPM","4","9","4","2","0","3","2","3","3","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2752115 - SAE DST AIDS CIDADE LIDER II","2","1","1","2","0","0","0","2","0","3","1","1","2","1","4","4","2","0","5","2","1","2","3","1","2","3","2","4","3","1","2","4","5","2","2","2"
"2752123 - SAE DSTAIDS FIDELIS RIBEIRO","4","2","3","2","1","4","3","4","3","3","4","4","5","1","1","2","3","5","1","2","5","2","4","2","3","4","1","7","2","0","1","4","4","2","6","1"
"2752131 - SAE E DSTAIDS IPIRANGA JOSE F ARAUJO","0","2","0","0","0","0","1","0","1","0","1","0","0","1","0","2","0","0","1","0","1","1","0","0","0","1","0","0","1","2","0","0","0","0","0","2"
"2752158 - SAE DSTAIDS SANTANA MARCOS LUTEMBERG","1","0","1","1","0","1","0","1","0","2","1","0","0","0","2","2","1","0","2","0","0","4","7","4","3","0","1","0","0","1","2","0","0","0","2","3"
"2752166 - AMA UBS INTEGRADA AGUA RASA","21","34","37","25","22","26","28","27","27","2","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","2","0","0","0","1","0","0","0","0","0","1"
"2752174 - UBS BELENZINHO MARCUS WOLOSKER","68","70","61","68","40","57","48","45","53","8","3","2","6","4","8","7","5","5","0","0","0","4","10","8","7","10","2","13","6","10","0","0","0","8","8","7"
"2752182 - UBS BRAS MANOEL SALDIVA NETO","46","48","45","42","26","29","44","27","43","0","1","0","0","0","0","2","1","1","0","0","0","0","0","1","2","5","2","6","10","6","0","0","0","13","11","9"
"2752190 - UBS BURGO PAULISTA","22","16","17","8","10","13","9","9","13","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","1","0","0","2","0","0","1","0","0","0"
"2752204 - AMA UBS INTEGRADA CANGAIBA DR CARLOS GENTILE DE MELLO","39","50","31","28","20","31","23","14","22","0","0","1","1","0","1","2","0","0","0","0","0","0","1","1","1","0","2","0","0","0","2","1","1","1","1","0"
"2752212 - UBS DOMINGOS MAZZONETO DE CILO VILA AURORA","24","27","16","18","18","13","20","21","16","1","1","0","0","0","2","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","1","2","0","0","1","0"
"2752220 - UBS ENGENHEIRO GOULART DR JOSE PIRES","31","40","36","30","21","24","33","22","20","0","0","2","2","0","1","0","0","0","0","0","0","1","0","0","2","1","0","2","1","1","0","1","0","2","2","2"
"2752239 - AMA UBS INTEGRADA J INDEPENDENCIA HERMENEGILDO MORBIM JUNIOR","19","24","22","17","21","23","18","21","21","0","1","0","0","1","0","0","0","0","0","0","2","0","0","0","2","2","0","0","2","2","0","1","2","1","0","2"
"2752247 - AMA UBS INTEGRADA PROF DR HUMBERTO CERRUTI PQ BOTURUSSU","27","19","29","17","24","25","34","16","26","0","0","1","0","0","2","1","1","1","0","0","2","1","0","2","0","2","0","0","1","0","1","0","2","3","2","3"
"2752255 - UBS ITAQUERA","19","22","14","17","8","14","10","10","16","0","0","0","0","2","0","1","0","0","2","0","2","0","0","0","0","2","0","1","0","0","1","2","1","0","0","0"
"2752263 - UBS JARDIM GUAIRACA","11","27","21","16","13","23","12","13","22","1","1","1","1","1","1","0","1","0","1","2","0","0","0","2","1","2","1","3","1","4","2","2","4","5","2","2"
"2752271 - AMA UBS INTEGRADA VL ITAPEMA","19","18","20","14","9","17","11","18","16","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"2752298 - UBS J TIETE II","22","9","12","6","9","8","8","14","6","0","1","0","0","0","0","0","1","3","0","0","0","0","0","1","0","2","0","2","0","0","1","1","2","0","1","0"
"2752301 - UBS JOSE DE BARROS MAGALDI","6","10","18","4","4","7","7","2","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","1","0"
"2752328 - UBS PARQUE ARTHUR ALVIM","13","25","25","24","11","10","22","14","21","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","1"
"2752336 - UBS DR HUMBERTO PASCALE SANTA CECILIA","38","36","43","41","31","35","33","29","17","1","0","1","0","2","1","1","0","1","2","1","2","1","0","0","2","4","0","2","2","2","0","1","2","0","1","2"
"2752344 - UBS V BERTIOGA DOMINGOS DELASCIO","21","22","18","16","12","18","18","15","11","0","0","0","0","2","3","0","1","0","0","0","0","2","0","1","1","0","0","0","0","1","0","0","0","0","4","0"
"2752352 - AMA UBS INTEGRADA V CARRAO DR ADHEMAR MONTEIRO PACHECO","21","29","18","25","20","14","20","13","25","0","0","0","0","0","2","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","2","1"
"2752360 - UBS V NOVA MANCHESTER DR ARLINDO GENNARI","27","25","33","19","27","22","20","21","23","1","0","1","1","0","2","0","1","1","0","0","0","1","0","1","0","0","2","2","1","2","0","0","0","0","1","0"
"2752379 - AMA UBS INTEGRADA VILA ORATORIO DR TITO PEDRO MASCELLANI","44","51","28","25","25","19","28","23","24","2","0","1","0","0","0","1","2","0","0","0","0","0","1","3","0","0","0","1","1","1","0","0","0","1","1","0"
"2752387 - UBS VILA SANTO ESTEVAO DR WOADY JORGE KALIL","39","60","50","26","32","24","34","35","34","0","0","1","1","2","1","0","0","1","0","0","0","0","1","1","0","2","1","3","2","2","0","0","0","4","2","0"
"2765993 - UBS CHACARA SANTO ANTONIO DR MARCILIO DE ARRUDA PENTEADO F","21","20","16","13","17","13","19","20","18","0","1","0","0","0","0","1","0","0","3","0","0","1","2","0","0","2","0","0","2","3","0","0","2","0","0","2"
"2766000 - UBS MAR PAULISTA","11","13","14","16","8","11","17","14","11","0","4","0","0","0","1","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0"
"2766019 - UBS PRIMEIRO DE OUTUBRO","35","46","39","24","20","26","30","26","34","15","19","14","20","24","17","19","21","16","5","11","9","15","17","13","14","17","26","12","17","21","20","19","20","0","0","0"
"2774755 - SAE DSTAIDS HERBERT DE SOUZA BETINHO","0","0","0","1","0","0","2","1","0","0","1","0","0","2","0","0","1","1","2","1","3","0","0","1","0","1","0","0","0","0","2","0","2","0","1","0"
"2774763 - UBS ARRASTAO FRANCISCO SCALAMANDRE SOBRINHO","20","31","27","16","16","19","20","24","28","1","0","1","1","2","1","1","3","1","2","3","2","1","1","1","1","4","0","4","1","2","4","6","4","8","3","6"
"2774771 - UBS CIDADE TIRADENTES LUIS MARANHAO","32","24","28","17","17","16","26","31","22","0","1","1","0","1","0","0","1","1","0","1","0","0","0","3","3","1","0","3","0","2","0","5","1","1","0","0"
"2774798 - UBS JARDIM COPA MATHILDE DE AQUINO DINIZ","23","18","23","27","13","10","16","22","22","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","1","0","1","0","0","0"
"2774801 - AMA UBS INTEGRADA JARDIM IPANEMA","26","30","33","21","15","20","22","27","26","0","0","2","0","1","2","0","1","1","1","1","2","3","0","0","1","0","0","0","2","0","0","0","0","0","0","0"
"2774828 - AMA UBS INTEGRADA JARDIM TRES MARIAS DR MAURICIO ZAMIJOVSKY","15","20","17","18","10","15","16","13","20","1","0","0","0","0","0","0","1","0","1","1","0","0","1","0","1","1","0","0","0","0","0","1","1","0","0","0"
"2786648 - SAE LAPA PAULO CESAR BONFIM","0","2","1","0","1","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2786656 - SAE DST AIDS SANTO AMARO DRA DENIZE DORNELAS DE OLIVEIRA","0","1","0","1","2","3","2","2","0","2","0","1","0","0","1","0","2","0","2","2","1","1","0","0","1","0","1","1","0","2","0","0","1","0","3","0"
"2786680 - HOSP MUN FERNANDO MAURO PIRES DA ROCHA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2786699 - SAE DSTAIDS BUTANTA","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"2786702 - SAE DSTAIDS CAMPOS ELISEOS","1","1","0","2","0","0","0","0","1","1","0","0","1","0","0","1","2","0","1","1","1","0","1","1","0","1","0","3","1","0","0","0","0","1","0","1"
"2786710 - UBS D ADELAIDE LOPES","23","26","16","16","18","14","17","20","16","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","1","1","2","0","1","3","2","1"
