"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2027631 - UBS JOAQUIM ANTONIO EIRADO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","19","0","27","30","0","27","28","0","27","20","0","42","38","0"
"2027666 - UBS CHORA MENINO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","37","0","30","31","0","24","36","0","36","40","0","28","23","0"
"2027674 - UBS V NIVI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","24","0","23","17","0","19","24","0","18","15","0","20","22","0"
"2027682 - UBS CASA VERDE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","26","0","13","14","0","20","14","0","21","12","0","15","22","0"
"2027720 - UBS V MARIA LUIZ PAULO GNECCO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","28","0","22","20","0","22","20","0","22","18","0","16","28","0"
"2028182 - CENTRO ASSISTENCIAL CRUZ DE MALTA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","0"
"2028840 - INSTITUTO DE INFECTOLOGIA EMILIO RIBAS SAO PAULO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","1","2","0","3","4","0","2","5","0","10","11","0"
"2029618 - UBS BOM RETIRO OCTAVIO AUGUSTO RODOVALHO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","28","0","25","24","0","20","28","0","28","33","0"
"2030934 - UBS CIDADE VARGAS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","20","0","12","25","0","15","19","0","16","16","0","16","20","0"
"2030969 - AMA UBS INTEGRADA AMERICANOPOLIS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","22","0","19","28","0","32","37","0","15","16","0","32","30","0"
"2042258 - UBS MOOCA I","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","59","0","44","37","0","42","44","0","33","40","0","0","0","0"
"2042541 - UBS DR JOSE TOLEDO PIZA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","27","0","24","28","0","22","25","0","23","17","0","7","16","0"
"2042827 - AMA UBS INTEGRADA JARDIM NORDESTE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","11","0","13","16","0","25","20","0","23","16","0","9","13","0"
"2042932 - AMA UBS INTEGRADA JARDIM GRIMALDI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","27","0","29","41","0","40","48","0","27","25","0","36","40","0"
"2042959 - UBS JOAQUIM ROSSINI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","16","0","5","11","0","9","13","0","6","5","0","7","12","0"
"2042967 - UBS J DA SAUDE NEUSA ROSALIA MORALES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","19","0","29","34","0","25","29","0","44","26","0","28","34","0"
"2042975 - UBS OSWALDO MARASCA JUNIOR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","29","0","24","27","0","27","26","0","19","21","0","12","23","0"
"2042983 - UBS EDUARDO ROMANO RESCHILIAN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","41","0","30","32","0","40","28","0","36","29","0","23","35","0"
"2042991 - AMA UBS INTEGRADA DR GERALDO DA SILVA FERREIRA CEO II","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","19","0","13","10","0","8","12","0","22","15","0","17","17","0"
"2043017 - UBS MASCARENHAS DE MORAES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","29","0","26","27","0","35","23","0","25","27","0","38","38","0"
"2045451 - UBS VILA ALPINA DR HERMINIO MOREIRA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","22","0","10","21","0","22","19","0","19","13","0","13","17","0"
"2046261 - UBS ITAIM PAULISTA JULIO DE GOUVEIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","32","0","30","31","0","20","40","0","39","32","0","23","22","0"
"2046962 - UBS CIDADE PEDRO JOSE NUNES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","23","0","17","18","0","18","6","0","23","19","0","15","15","0"
"2046997 - UBS V STA CATARINA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","23","0","21","21","0","25","24","0","18","30","0","26","23","0"
"2047004 - UBS AURELIO MELLONE JD S SAVERIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","34","0","20","25","0","24","26","0","28","24","0","15","26","0"
"2057131 - UBS CIDADE KEMEL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","49","0","41","49","0","30","42","0","43","40","0","28","30","0"
"2057271 - UBS J CAMARGO NOVO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","43","0","41","49","0","49","60","0","51","43","0","28","40","0"
"2057891 - UBS PQ SAO LUCAS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","41","0","39","38","0","31","34","0","25","31","0","34","29","0"
"2062658 - UBS J MAIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","63","0","50","49","0","62","56","0","49","36","0","56","55","0"
"2063670 - UBS VILA SABRINA DR CARLOS AUGUSTO AUTRAN PEDERNEIRAS LIMA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","8","0","29","32","0","21","21","0","20","22","0","19","18","0"
"2064820 - UBS DR CARLOS OLIVALDO DE SOUZA LOPES MUNIZ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","40","0","35","47","0","35","25","0","45","42","0","24","34","0"
"2064855 - UBS AGUA FUNDA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","18","0","19","25","0","29","17","0","24","16","0","20","24","0"
"2065266 - UBS ERMELINO MATARAZZO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","28","0","19","30","0","38","37","0","24","18","0","33","35","0"
"2068044 - UBS HORTO FLORESTAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","20","0","15","15","0","14","15","0","10","16","0","9","14","0"
"2068079 - UBS CARANDIRU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","34","0","32","34","0","19","37","0","39","33","0","41","25","0"
"2068109 - UBS VILA LEONOR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","27","0","30","26","0","21","21","0","23","26","0","19","18","0"
"2068966 - CSI DR VICTOR ARAUJO H MELLO PINHEIROS SAO PAULO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","14","0","13","14","0","9","3","0","21","17","0","22","34","0"
"2074079 - UBS TEOTONIO VILELA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","22","0","20","28","0","35","24","0","25","19","0","28","31","0"
"2075016 - UBS V PROGRESSO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","4","0","4","3","0","1","3","0","4","10","0","10","16","0"
"2075202 - AMA UBS INTEGRADA JARDIM BRASIL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","43","0","30","43","0","43","32","0","31","31","0","25","45","0"
"2078015 - HC DA FMUSP HOSPITAL DAS CLINICAS SAO PAULO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","5","7","0","7","5","0","5","8","0","10","8","0"
"2079070 - UBS VILA CISPER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","30","0","34","46","0","32","40","0","38","30","0","30","32","0"
"2086743 - UBS J CAICARA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","31","0","30","27","0","37","25","0","22","22","0","20","33","0"
"2086808 - UBS J STA MARIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","29","0","17","26","0","21","23","0","21","21","0","19","23","0"
"2086816 - UBS VERA CRUZ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","44","0","49","25","0","51","43","0","40","44","0","25","50","0"
"2091321 - CS SES GERALDO DE PAULA SOUZA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","20","0","15","10","0","14","18","0","16","28","0","27","25","0"
"2091348 - CS ESCOLA SAMUEL B PESSOA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","51","0","38","42","0","37","35","0","38","40","0","35","50","0"
"2091712 - UBS AE NISA DR WALTER ELIAS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","12","0","13","18","0","12","12","0","18","23","0","24","12","0"
"2091720 - UBS J FONTALIS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","7","0","13","13","0","25","32","0","21","20","0","19","30","0"
"2091739 - UBS MORADA DO SOL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","19","0","16","11","0","11","17","0","17","7","0","0","0","0"
"2091747 - UBS ALPES DO JARAGUA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","2","5","0","3","6","0","10","8","0","6","8","0"
"2091798 - AMA UBS INTEGRADA SITIO DA CASA PINTADA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2751828 - AMA UBS VILA JOANIZA JOAO YUNES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","7","0","30","31","0","29","23","0","17","32","0","21","23","0"
"2751836 - UBS VILA PARANAGUA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","20","0","22","20","0","19","13","0","28","25","0","20","20","0"
"2751879 - AMB ESPEC FREGUESIA DO O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","6","0","9","13","0","17","13","0","6","6","0","11","9","0"
"2751887 - UBS JARDIM CLIPER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","62","0","43","48","0","33","37","0","41","43","0","30","32","0"
"2751909 - AMB ESPEC DR MILTON ALDRED","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","23","0","25","37","0","29","31","0","31","27","0","27","24","0"
"2751917 - AMB ESPEC MOOCA ITALO DOMINGOS LE VOCCI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","4","0","7","10","0","19","7","0","45","42","0"
"2751933 - HOSPITAL DIA DA REDE HORA CERTA PENHA MAURICE PATE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","37","0","21","34","0","30","40","0","46","26","0","38","30","0"
"2751984 - AMB ESPEC TUCURUVI ARMANDO DE AGUIAR PUPO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","35","0","25","27","0","23","20","0","31","32","0","34","28","0"
"2752115 - SAE DST AIDS CIDADE LIDER II","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","4","6","0","2","0","0","1","3","0","3","1","0"
"2752123 - SAE DSTAIDS FIDELIS RIBEIRO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7","0","3","1","0","3","1","0","2","2","0","2","3","0"
"2752131 - SAE E DSTAIDS IPIRANGA JOSE F ARAUJO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"2752158 - SAE DSTAIDS SANTANA MARCOS LUTEMBERG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","2","0","0","0","4","0","1","4","0","3","2","0"
"2752166 - AMA UBS INTEGRADA AGUA RASA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","36","0","26","41","0","27","38","0","35","31","0","30","23","0"
"2752174 - UBS BELENZINHO MARCUS WOLOSKER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","59","0","58","53","0","40","51","0","64","46","0","44","49","0"
"2752182 - UBS BRAS MANOEL SALDIVA NETO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","37","0","39","35","0","30","28","0","39","40","0","26","29","0"
"2752190 - UBS BURGO PAULISTA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","18","0","13","20","0","20","23","0","16","16","0","23","15","0"
"2752204 - AMA UBS INTEGRADA CANGAIBA DR CARLOS GENTILE DE MELLO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","34","0","23","37","0","29","41","0","36","31","0","28","24","0"
"2752212 - UBS DOMINGOS MAZZONETO DE CILO VILA AURORA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","20","0","26","23","0","29","29","0","25","26","0","35","26","0"
"2752239 - AMA UBS INTEGRADA J INDEPENDENCIA HERMENEGILDO MORBIM JUNIOR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","33","0","22","25","0","26","25","0","31","21","0","24","26","0"
"2752247 - AMA UBS INTEGRADA PROF DR HUMBERTO CERRUTI PQ BOTURUSSU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","19","0","21","18","0","10","11","0","25","25","0","17","18","0"
"2752255 - UBS ITAQUERA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","26","0","27","18","0","20","12","0","18","19","0","17","17","0"
"2752263 - UBS JARDIM GUAIRACA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","1","0","0","0","0","0","0","0","0","0","0"
"2752271 - AMA UBS INTEGRADA VL ITAPEMA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","25","0","18","22","0","27","20","0","14","22","0","12","22","0"
"2752298 - UBS J TIETE II","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2","0","2","3","0","5","7","0","2","3","0","10","9","0"
"2752301 - UBS JOSE DE BARROS MAGALDI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","10","0","12","10","0","9","11","0","14","23","0","39","49","0"
"2752328 - UBS PARQUE ARTHUR ALVIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","11","0","14","30","0","18","19","0","20","13","0","11","18","0"
"2752336 - UBS DR HUMBERTO PASCALE SANTA CECILIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","54","0","56","59","0","57","49","0","72","69","0"
"2752344 - UBS V BERTIOGA DOMINGOS DELASCIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","22","0","22","14","0","14","24","0","24","24","0","25","23","0"
"2752352 - AMA UBS INTEGRADA V CARRAO DR ADHEMAR MONTEIRO PACHECO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","24","0","25","14","0","22","17","0","34","26","0","37","24","0"
"2752360 - UBS V NOVA MANCHESTER DR ARLINDO GENNARI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","45","0","31","34","0","32","32","0","25","27","0","32","37","0"
"2752379 - AMA UBS INTEGRADA VILA ORATORIO DR TITO PEDRO MASCELLANI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","44","0","33","43","0","35","41","0","49","45","0","45","47","0"
"2752387 - UBS VILA SANTO ESTEVAO DR WOADY JORGE KALIL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","36","0","36","29","0","34","56","0","53","63","0","70","45","0"
"2765993 - UBS CHACARA SANTO ANTONIO DR MARCILIO DE ARRUDA PENTEADO F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","18","0","25","20","0","23","24","0","35","33","0","62","52","0"
"2766000 - UBS MAR PAULISTA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","2","0","1","2","0"
"2766019 - UBS PRIMEIRO DE OUTUBRO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","31","0","24","30","0","22","27","0","25","21","0","26","22","0"
"2774763 - UBS ARRASTAO FRANCISCO SCALAMANDRE SOBRINHO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","26","0","18","24","0","35","32","0","25","17","0","18","28","0"
"2774771 - UBS CIDADE TIRADENTES LUIS MARANHAO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","42","0","40","54","0","29","49","0","42","43","0","57","26","0"
"2774798 - UBS JARDIM COPA MATHILDE DE AQUINO DINIZ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","16","0","4","24","0","3","10","0","6","17","0","8","16","0"
"2774801 - AMA UBS INTEGRADA JARDIM IPANEMA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","10","0","70","60","0","15","10","0"
"2774828 - AMA UBS INTEGRADA JARDIM TRES MARIAS DR MAURICIO ZAMIJOVSKY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","16","0","17","21","0","18","21","0","15","21","0","20","19","0"
"2786648 - SAE LAPA PAULO CESAR BONFIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","1","0","0","2","0","0"
"2786656 - SAE DST AIDS SANTO AMARO DRA DENIZE DORNELAS DE OLIVEIRA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","1","0","0","0","0","2","2","0","1","0","0"
"2786702 - SAE DSTAIDS CAMPOS ELISEOS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","3","2","0","3","2","0","1","5","0"
"2786710 - UBS D ADELAIDE LOPES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","26","0","22","27","0","16","32","0","24","28","0","14","21","0"
"2786729 - UBS ANTONIO ESTEVAO DE CARVALHO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","22","0","19","23","0","16","27","0","17","19","0","17","19","0"
"2786737 - UBS ALTO DA RIVIERA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","15","0","28","13","0","18","18","0","22","24","0","17","21","0"
"2786745 - UBS ALTO DO UMUARAMA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","21","0","40","30","0","24","27","0","27","38","0","9","19","0"
"2786753 - UBS DR ANTONIO PIRES FERREIRA VILLALOBO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","24","0","18","21","0","15","25","0","24","17","0","17","17","0"
"2786761 - UBS AUGUSTO LEOPOLDO AYROSA GALVAO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","25","0","19","21","0","20","22","0","23","23","0","17","19","0"
"2786788 - UBS BARRO BRANCO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","21","0","27","20","0","22","29","0","22","27","0","25","20","0"
"2786796 - CENTRO REF HOMEOPATIA MED TRADIC PRAT INTEGR BOSQUE DA SAUDE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","24","0","33","17","0","29","31","0","33","50","0","40","35","0"
"2786818 - UBS BRASILANDIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","22","0","18","20","0","24","19","0","21","14","0","15","21","0"
"2786826 - UBS BUTANTA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","12","0","14","10","0","11","7","0","12","16","0","8","9","0"
"2786834 - UBS CAMBUCI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","45","0","44","45","0","53","60","0","72","60","0"
"2786842 - UBS CAMPO LIMPO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","34","0","27","19","0","22","29","0","38","37","0","31","28","0"
"2786869 - UBS CASA VERDE ALTA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","0","16","18","0","4","10","0","17","10","0","8","11","0"
"2786877 - UBS CAXINGUI NANCI ABRANCHES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","12","0","15","25","0","17","20","0","15","13","0","29","31","0"
"2786885 - UBS CHACARA INGLESA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","0","9","3","0","2","7","0","11","6","0","13","9","0"
"2786893 - UBS CIDADE JULIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","16","0","9","19","0","21","14","0","12","17","0","30","31","0"
"2786907 - UBS CIDADE LIDER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","40","0","23","42","0","40","38","0","49","34","0","21","26","0"
"2786915 - UBS CIDADE NOVA SAO MIGUEL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","27","0","26","18","0","27","20","0","18","31","0","11","18","0"
"2786923 - UBS CIDADE PATRIARCA DR HERMENEGILDO MORBIN JUNIOR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","18","0","20","23","0","19","16","0","22","21","0","24","22","0"
"2786931 - UBS JD DA CONQUISTA I","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","32","0","25","20","0","28","27","0","26","25","0","24","32","0"
"2786958 - UBS COSTA MELO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","12","0","16","22","0","20","18","0","20","20","0","15","24","0"
"2786966 - AMA UBS INTEGRADA CUPECE DR WALDOMIRO PREGNOLATTO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","38","0","38","40","0","29","32","0","36","29","0","39","28","0"
"2786974 - UBS DOM ANGELICO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","27","0","22","19","0","14","16","0","27","17","0","25","14","0"
"2786982 - UBS DOM JOAO NERY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","28","0","36","35","0","33","39","0","36","41","0","35","34","0"
"2786990 - UBS DOM LUCIANO BERGAMIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","2","0","2","0","0"
"2787008 - UBS DOMINGOS MANTELLI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","24","0","18","21","0","16","32","0","29","24","0","17","14","0"
